Product Desc,Qty,Total Cost,Total Cost %,Total Profit,Total Profit %,Branch,Service Type,Category,Section,RevenueFixed,ProfitMargin
EARL GREY LAVENDER TEA MEDIUM,41.0,1518.57,25.08,4535.49,74.92,Stories raouche,TAKE AWAY,BEVERAGES,HOT BAR SECTION,6054.0599999999995,0.7491650231414951
ENGLISH BREAKFAST TEA MEDIUM,103.0,3814.94,25.65,11055.93,74.35,Stories raouche,TAKE AWAY,BEVERAGES,HOT BAR SECTION,14870.87,0.7434622184176177
ESPRESSO,339.0,3998.73,7.69,48016.28,92.31,Stories raouche,TAKE AWAY,BEVERAGES,HOT BAR SECTION,52015.01,0.9231235368406158
FLAT WHITE,399.0,14758.4,33.16,29749.11,66.84,Stories raouche,TAKE AWAY,BEVERAGES,HOT BAR SECTION,44507.51,0.6684065228542329
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,37.0,1370.41,23.28,4515.47,76.72,Stories raouche,TAKE AWAY,BEVERAGES,HOT BAR SECTION,5885.88,0.767169904925007
HOT DOUBLE SHOT ,1.0,94.16,29.03,230.16,70.97,Stories raouche,TAKE AWAY,BEVERAGES,HOT BAR SECTION,324.32,0.7096694622594968
HOT DOUBLE SHOT MEDIUM,26.0,1933.01,27.91,4991.92,72.09,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,6924.93,0.7208621603395269
HOT DOUBLE SHOT SMALL,29.0,1564.98,30.87,3504.09,69.13,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,5069.07,0.6912688126224338
HOT DOUBLE SHOT TOFFEE NUT SMALL,2.0,120.05,22.71,408.47,77.29,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,528.52,0.7728562779081208
HOUSE BLEND BEANS 250G,2.0,492.25,51.22,468.71,48.78,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,960.96,0.48775183150183143
LATTE LARGE,130.0,8670.01,24.1,27305.96,75.9,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,35975.97,0.7590055250768777
LATTE MEDIUM,574.0,29307.14,21.79,105179.34,78.21,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,134486.47999999998,0.7820811430264217
LATTE SMALL,509.0,17733.79,17.83,81752.69,82.17,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,99486.48000000001,0.8217467338275511
LEMONGRASS&ORANGE TEA MEDIUM,28.0,1037.07,24.56,3185.15,75.44,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,4222.22,0.754378028620015
MATCHA LATTE LARGE,22.0,2101.25,33.5,4172.02,66.5,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,6273.27,0.6650470966497537
MATCHA LATTE MEDIUM,56.0,4448.04,33.97,8645.06,66.03,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,13093.099999999999,0.6602760232488869
MATCHA LATTE SMALL,66.0,4142.45,31.73,8911.6,68.27,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,13054.05,0.6826693631478354
MEDITERRANEAN CARAMEL TEA MEDIUM,15.0,555.57,25.41,1630.61,74.59,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,2186.18,0.7458717946372211
MOCHA  LARGE,20.0,1906.74,32.07,4039.2,67.93,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,5945.94,0.6793206793206793
MOCHA MEDIUM,88.0,6578.56,27.96,16946.96,72.04,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,23525.52,0.7203649483624591
MOCHA SMALL,69.0,3697.92,23.86,11798.78,76.14,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,15496.7,0.761373711822517
ORGANIC GREEN TEA MEDIUM,39.0,1444.49,22.6,4945.9,77.4,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,6390.389999999999,0.7739590228452411
SALTED CARAMEL LATTE LARGE,17.0,1655.37,27.7,4320.6,72.3,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,5975.97,0.7229955973674567
SALTED CARAMEL LATTE MEDIUM,97.0,7266.13,27.25,19394.53,72.75,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,26660.66,0.7274587350800767
SALTED CARAMEL LATTE SMALL,66.0,3422.75,21.69,12361.04,78.31,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,15783.79,0.7831477737602945
SIGNATURE HOT CHOCOLATE LARGE,32.0,3247.8,33.32,6499.95,66.68,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,9747.75,0.6668154189428329
SIGNATURE HOT CHOCOLATE MEDIUM,254.0,21558.15,31.51,46862.27,68.49,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,68420.42,0.6849164328427098
SIGNATURE HOT CHOCOLATE SMALL,288.0,19489.77,34.8,36522.24,65.2,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,56012.009999999995,0.6520430172029178
SINGLE ESPRESSO MACC,25.0,462.7,11.85,3441.2,88.15,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,3903.8999999999996,0.8814774968621123
SINGLE LONGO,14.0,262.09,11.96,1930.1,88.04,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,2192.19,0.8804437571560858
SOUTHERN MINT HERBAL TEA MEDIUM,1.0,37.42,22.25,130.75,77.75,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,168.17000000000002,0.7774870666587381
SPANISH LATTE MEDIUM,203.0,14528.96,23.91,46233.8,76.09,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,60762.76,0.7608903874675871
SPANISH LATTE SMALL,197.0,9968.49,20.81,37923.41,79.19,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,47891.9,0.7918543636815412
STEAMED MILK MEDIUM,2.0,73.39,21.82,262.95,78.18,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,336.34,0.7817981804126777
STEAMED MILK SMALL,11.0,322.7,22.2,1130.76,77.8,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,1453.46,0.7779780661318508
TOFFEE NUT LATTE LARGE,8.0,818.27,29.14,1989.54,70.86,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,2807.81,0.7085735858195533
TOFFEE NUT LATTE MEDIUM,65.0,5307.95,28.92,13043.4,71.08,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,18351.35,0.7107596988777393
TOFFEE NUT LATTE SMALL,37.0,2236.85,25.65,6483.87,74.35,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,8720.72,0.7435016833472466
TRIPLE ESPRESSO,40.0,1484.12,227.75,-832.47,-127.75,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,651.6499999999999,-1.2774802424614444
WHITE MOCHA LARGE,85.0,7152.32,27.6,18763.6,72.4,Stories raouche,TAKE AWAY,BEVERAGES,LARGE,25915.92,0.7240182868290996
WHITE MOCHA MEDIUM,380.0,25217.65,24.6,77310.88,75.4,Stories raouche,TAKE AWAY,BEVERAGES,22-Jan-26,102528.53,0.7540426064823128
WHITE MOCHA SMALL,362.0,17374.9,29.61,41303.78,70.39,Stories raouche,TAKE AWAY,BEVERAGES,22-Jan-26,58678.68,0.703897565521242
YIRGACHEFFE BEANS 250G,3.5,1044.17,49.67,1057.94,50.33,Stories raouche,TAKE AWAY,BEVERAGES,22-Jan-26,2102.11,0.5032752805514459
Total By Division:,7003.5,348916.39,23.55,1132757.49,76.45,Stories raouche,TAKE AWAY,BEVERAGES,22-Jan-26,1481673.88,0.7645120193385606
AMERICANO COMBO,1.0,34.89,0.0,-34.89,100.0,Stories raouche,TAKE AWAY,BEVERAGES,POP UP BEVERAGE,0.0,
CARAMEL MACHIATO COMBO,1.0,43.74,0.0,-43.74,100.0,Stories raouche,TAKE AWAY,BEVERAGES,POP UP BEVERAGE,0.0,
LATTE COMBO,10.0,348.4,0.0,-348.4,100.0,Stories raouche,TAKE AWAY,BEVERAGES,POP UP BEVERAGE,0.0,
SALTED CARAMEL LATTE COMBO,2.0,103.72,0.0,-103.72,100.0,Stories raouche,TAKE AWAY,BEVERAGES,POP UP BEVERAGE,0.0,
WHITE MOCHA COMBO,2.0,95.99,0.0,-95.99,100.0,Stories raouche,TAKE AWAY,BEVERAGES,POP UP BEVERAGE,0.0,
Total By Division:,16.0,626.74,0.0,-626.74,100.0,Stories raouche,TAKE AWAY,BEVERAGES,POP UP BEVERAGE,0.0,
Total By Category:,20643.5,686283.32,24.18,2151513.69,75.82,Stories raouche,TAKE AWAY,BEVERAGES,POP UP BEVERAGE,2837797.01,0.7581633508028822
CHOCOLATE ROLL LARGE,188.0,11033.36,25.47,32281.96,74.53,Stories raouche,TAKE AWAY,FOOD,CINNAMON ROLLS,43315.32,0.7452781140714186
CLASSIC CINNAMON ROLL LARGE,581.0,29211.5,21.37,107479.19,78.63,Stories raouche,TAKE AWAY,FOOD,CINNAMON ROLLS,136690.69,0.7862948822630129
EXTRA CREAM CHEESE FROSTING MIX,5.0,49.34,32.22,103.81,67.78,Stories raouche,TAKE AWAY,FOOD,CINNAMON ROLLS,153.15,0.6778321906627489
RED CINNAMON ROLL,101.0,5590.31,16.45,28400.68,83.55,Stories raouche,TAKE AWAY,FOOD,CINNAMON ROLLS,33990.99,0.8355355345637183
Total By Division:,875.0,45884.51,21.43,168265.64,78.57,Stories raouche,TAKE AWAY,FOOD,CINNAMON ROLLS,214150.15000000002,0.785736736584121
APRICOT SABLE,24.0,2148.0,36.95,3665.81,63.05,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,5813.8099999999995,0.630534881600878
BLUEBERRY CHEESE CAKE,42.0,10349.78,62.67,6163.73,37.33,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,16513.510000000002,0.3732537782700346
BLUEBERRY MUFFIN,69.0,3049.08,21.57,11089.06,78.43,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,14138.14,0.7843365534646
BROWNIES CAKE,247.0,16211.43,42.46,21971.75,57.54,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,38183.18,0.5754300715655427
CARROT CAKE,70.0,6933.27,36.39,12120.79,63.61,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,19054.06,0.6361263688683672
CHOCOLATE SABLE,41.0,4892.67,49.31,5029.26,50.69,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,9921.93,0.5068832374346524
DOUBLE CHOCOLATE MUFFIN,113.0,5306.37,23.43,17342.28,76.57,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,22648.649999999998,0.7657092144564908
FRAMBOISE CHEESE CAKE,25.0,6063.62,61.39,3813.25,38.61,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,9876.869999999999,0.3860787881180982
LAZY CAKE,160.0,23866.67,44.96,29217.42,55.04,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,53084.09,0.5503988106417572
LOTUS CHEESE CAKE,31.0,7474.85,61.37,4705.33,38.63,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,12180.18,0.38631038293358555
ORANGE CAKE,82.0,4996.64,22.27,17435.8,77.73,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,22432.44,0.7772582920092509
RED VELVET CAKE,67.0,9994.17,49.16,10336.16,50.84,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,20330.33,0.5084108324852572
RED VELVET MUFFIN_,14.0,547.28,19.14,2311.58,80.86,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,2858.8599999999997,0.8085670512022275
VANILLA MUFFIN,5.0,131.78,14.63,769.12,85.37,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,900.9,0.8537240537240538
Total By Division:,990.0,101965.6,41.13,145971.34,58.87,Stories raouche,TAKE AWAY,FOOD,COFFEE PASTRY,247936.94,0.5887438152620581
GINGERBREAD COOKIES,2.0,198.69,33.08,401.91,66.92,Stories raouche,TAKE AWAY,FOOD,COOKIES,600.6,0.6691808191808192
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,82.0,7339.0,29.52,17525.86,70.48,Stories raouche,TAKE AWAY,FOOD,COOKIES,24864.86,0.7048445074695776
NY STYLE COOKIE - DOUBLE CHOCOLATE,43.0,3848.5,29.33,9274.62,70.67,Stories raouche,TAKE AWAY,FOOD,COOKIES,13123.12,0.7067389462262024
Total By Division:,127.0,11386.19,29.51,27202.4,70.49,Stories raouche,TAKE AWAY,FOOD,COOKIES,38588.590000000004,0.7049337640996989
ALMOND CROISSANT,51.0,4868.8,42.87,6488.56,57.13,Stories raouche,TAKE AWAY,FOOD,CROISSANT,11357.36,0.5713088252903844
CHEESE CROISSANT,192.0,16038.4,38.81,25288.93,61.19,Stories raouche,TAKE AWAY,FOOD,CROISSANT,41327.33,0.6119178277425616
CHOCOLATE CROISSANT,111.0,9272.2,38.19,15007.08,61.81,Stories raouche,TAKE AWAY,FOOD,CROISSANT,24279.28,0.6181023489988171
THYME CROISSANT,75.0,5817.5,42.1,8002.32,57.9,Stories raouche,TAKE AWAY,FOOD,CROISSANT,13819.82,0.5790466156578016
Total By Division:,429.0,35996.9,39.65,54786.88,60.35,Stories raouche,TAKE AWAY,FOOD,CROISSANT,90783.78,0.6034875392939135
CHOCOLATE SALTED CAKE,39.0,5584.8,42.91,7430.22,57.09,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,13015.02,0.5708957804137066
CHRISTMAS ORIGINAL ECLAIR,14.0,2673.07,61.81,1651.26,38.19,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,4324.33,0.3818533738174469
CHRISTMAS PISTACHIO ECLAIR,8.0,1527.47,52.98,1355.42,47.02,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,2882.8900000000003,0.4701601517921252
ECLAIR CARAMEL,25.0,3281.67,48.38,3502.12,51.62,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,6783.79,0.5162482918840353
ECLAIR CHOCOLAT,43.0,5644.47,48.34,6031.21,51.66,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,11675.68,0.5165617762734162
ECLAIR COFFEE,16.0,2100.27,47.97,2278.11,52.03,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,4378.38,0.520308881367081
ECLAIR ORIGINAL,47.0,6169.53,48.16,6641.28,51.84,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,12810.81,0.5184121847096319
FONDANT AU CHOCOLAT,69.0,14409.5,57.62,10599.51,42.38,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,25009.010000000002,0.4238276525140339
MACARONS,18.0,2639.36,53.66,2279.56,46.34,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,4918.92,0.4634269311149602
TARTE AU CHOCOLAT,1.0,137.23,50.78,133.04,49.22,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,270.27,0.49224849224849226
Total By Division:,280.0,44167.36,51.32,41901.71,48.68,Stories raouche,TAKE AWAY,FOOD,FRENCH PASTRY,86069.07,0.4868381870513995
BLUEBERRIES,55.0,1640.83,40.29,2431.24,59.71,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,4072.0699999999997,0.5970526046949095
BLUEBERRIES COMBO,1264.0,37709.33,0.0,-37709.33,100.0,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,0.0,
BLUEBERRY YOGHURT COMBO MEDIUM,103.3,8767.11,21.12,32750.91,78.88,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,41518.020000000004,0.7888360283077083
BLUEBERRY YOGHURT COMBO SMALL,287.1,18544.52,22.92,62358.79,77.08,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,80903.31,0.7707816898962477
BLUEBERRY YOGHURT COMBO X-LARGE,17.0,2336.82,25.64,6775.79,74.36,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,9112.61,0.7435619432851839
BLUEBERRY YOGHURT SMALL,10.0,645.93,25.91,1846.57,74.09,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,2492.5,0.7408505516549648
BROWNIES,6.0,110.84,29.29,267.54,70.71,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,378.38,0.707066969712987
BROWNIES COMBO,871.0,16089.81,0.0,-16089.81,100.0,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,0.0,
CHOCOLATE CHIPS,37.0,330.05,12.29,2354.64,87.71,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,2684.69,0.8770621561521069
CHOCOLATE CHIPS COMBO,459.0,4094.36,0.0,-4094.36,100.0,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,0.0,
CHOCOLATE CRUNCH,23.0,1092.88,45.38,1315.53,54.62,Stories raouche,TAKE AWAY,FOOD,FROZEN YOGHURT,2408.41,0.5462234420219149
CHOCOLATE QUELLA,51.0,1684.64,31.34,3690.73,68.66,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,5375.37,0.68660017822029
CHOCOLATE QUELLA CRUNCH,219.5,12810.27,54.64,10634.17,45.36,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,23444.440000000002,0.4535902755621375
CHOCOLATE YOGHURT COMBO MEDIUM,117.8,8867.17,18.73,38487.19,81.27,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,47354.36,0.8127486043523765
CHOCOLATE YOGHURT COMBO SMALL,313.0,17964.5,23.31,59095.56,76.69,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,77060.06,0.7668766414145018
CHOCOLATE YOGHURT COMBO X-LARGE,14.0,1709.46,22.86,5769.52,77.14,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,7478.9800000000005,0.771431398399247
CHOCOLATE YOGHURT MEDIUM,0.5,37.64,22.79,127.53,77.21,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,165.17000000000002,0.7721135799479324
CHOCOLATE YOGHURT SMALL,5.62,322.84,25.45,945.92,74.55,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,1268.76,0.7455468331284089
GRANOLLA,10.0,53.44,8.32,589.2,91.68,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,642.6400000000001,0.9168430225320552
GRANOLLA COMBO,358.0,1913.31,0.0,-1913.31,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
GUMMY BEARS,11.0,81.22,11.36,633.49,88.64,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,714.71,0.8863595024555414
GUMMY BEARS COMBO,364.0,2687.68,0.0,-2687.68,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
HONEY,54.0,485.2,12.35,3442.73,87.65,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,3927.93,0.8764743770892048
HONEY COMBO,42.0,377.37,0.0,-377.37,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
LOTUS BISCUIT COMBO,375.0,4089.76,0.0,-4089.76,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
LOTUS BISCUITS,20.0,218.12,18.07,989.09,81.93,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,1207.21,0.8193189254562172
LOTUS SPREAD YOGHURT COMBO MEDIUM,71.5,4971.92,16.8,24619.67,83.2,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,29591.589999999997,0.8319819921808865
LOTUS SPREAD YOGHURT COMBO SMALL,222.5,11813.14,21.33,43571.24,78.67,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,55384.38,0.7867062879461683
LOTUS SPREAD YOGHURT COMBO X-LARGE,16.0,1806.83,20.64,6948.42,79.36,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,8755.25,0.7936289654778561
LOTUS SPREAD YOGHURT SMALL,9.0,477.83,20.94,1804.45,79.06,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,2282.28,0.7906348037926985
LOTUS YOGHURT COMBO MEDIUM,15.0,1911.74,31.59,4139.31,68.41,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,6051.05,0.6840647490931326
LOTUS YOGHURT COMBO SMALL,66.25,6394.89,43.06,8456.46,56.94,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,14851.349999999999,0.5694068216020766
LOTUS YOGHURT COMBO X-LARGE,0.5,102.79,40.27,152.46,59.73,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,255.25,0.5972967678746327
LOTUS YOGHURT SMALL,0.75,72.39,32.14,152.83,67.86,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,225.22000000000003,0.6785809430778794
MANGO,26.0,319.29,16.56,1608.64,83.44,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,1927.93,0.8343871406119517
MANGO COMBO,1155.0,14183.93,0.0,-14183.93,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
MANGO YOGHURT COMBO MEDIUM,133.4,11402.51,21.19,42412.81,78.81,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,53815.32,0.7881177701814278
MANGO YOGHURT COMBO SMALL,345.0,22441.15,19.77,91072.36,80.23,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,113513.51000000001,0.8023041486427474
MANGO YOGHURT COMBO X-LARGE,19.5,2699.37,25.24,7995.83,74.76,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,10695.2,0.7476092078689505
MANGO YOGHURT MEDIUM,5.5,470.12,24.33,1462.31,75.67,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,1932.4299999999998,0.7567208126555685
MANGO YOGHURT SMALL,6.0,390.28,21.31,1441.55,78.69,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,1831.83,0.7869452951420165
MANGO YOGHURT X-LARGE,1.0,138.43,30.73,312.02,69.27,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,450.45,0.6926850926850927
MARSHMALLOW,38.0,226.73,9.75,2097.59,90.25,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,2324.32,0.9024531906105872
MARSHMALLOW COMBO,404.0,2410.53,0.0,-2410.53,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
MIXED NUTS,11.0,169.33,25.63,491.33,74.37,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,660.66,0.7436956982411528
MIXED NUTS COMBO,197.0,3032.62,0.0,-3032.62,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
OATS COMBO,27.0,62.02,0.0,-62.02,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
OREO,20.0,164.23,13.54,1048.98,86.46,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,1213.21,0.8646318444457266
OREO COMBO,545.0,4475.32,0.0,-4475.32,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
ORIGINAL YOGHURT COMBO MEDIUM,164.0,16546.15,24.63,50620.52,75.37,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,67166.67,0.7536553472131341
ORIGINAL YOGHURT COMBO SMALL,410.5,31447.63,25.18,93426.24,74.82,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,124873.87000000001,0.7481648482584867
ORIGINAL YOGHURT COMBO X-LARGE,30.5,4974.34,29.8,11719.35,70.2,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,16693.690000000002,0.7020227403288307
ORIGINAL YOGHURT MEDIUM,1.0,100.89,30.54,229.44,69.46,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,330.33,0.6945781491236037
ORIGINAL YOGHURT SMALL,10.0,766.08,25.26,2266.95,74.74,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,3033.0299999999997,0.7474208959357475
PINEAPPLE,23.0,421.45,26.46,1171.35,73.54,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,1592.8,0.7354030637870417
PINEAPPLE COMBO,682.0,12496.8,0.0,-12496.8,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
PISTACHIO CRUNCH,110.5,8349.64,71.72,3293.0,28.28,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,11642.64,0.2828396308740973
PISTACHIO YOGHURT COMBO MEDIUM,0.5,162.61,63.71,92.64,36.29,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,255.25,0.3629382957884427
POMEGRANATE YOGHURT COMBO MEDIUM,46.5,4161.87,21.94,14811.11,78.06,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,18972.98,0.7806422607307867
POMEGRANATE YOGHURT COMBO SMALL,101.05,6878.13,19.54,28319.76,80.46,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,35197.89,0.8045868658604252
POMEGRANATE YOGHURT COMBO X-LARGE,6.5,941.66,26.73,2580.86,73.27,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,3522.52,0.7326743354189614
POMEGRANATE YOGHURT MEDIUM,1.0,89.5,24.63,273.86,75.37,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,363.36,0.7536878027300749
POMEGRANATE YOGHURT SMALL,3.5,238.23,25.59,692.7,74.41,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,930.9300000000001,0.744094615062357
SPRINKLES,6.0,22.55,5.87,361.83,94.13,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,384.38,0.9413340964670378
SPRINKLES COMBO,240.0,902.16,0.0,-902.16,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
STRAWBERRY,49.0,711.12,19.83,2874.47,80.17,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,3585.5899999999997,0.8016728069857402
STRAWBERRY COMBO,1667.0,24192.61,0.0,-24192.61,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP BLUEBERRY,72.0,690.47,0.0,-690.47,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP CHOCOLATE,104.0,897.54,0.0,-897.54,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP LOTUS SPREAD,99.0,664.7,0.0,-664.7,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP MANGO,110.0,1061.55,0.0,-1061.55,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP OREO,1.0,11.12,0.0,-11.12,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP ORIGINAL YOUGHURT,69.0,679.62,0.0,-679.62,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP PISTACHIO,3.0,100.88,0.0,-100.88,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP POMEGRANATE,92.0,676.51,0.0,-676.51,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP SPECULOSE LOTUS,17.0,235.41,0.0,-235.41,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
WAFER ROLL,3.0,21.32,11.45,164.87,88.55,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,186.19,0.8854933132821312
WAFER ROLL COMBO,353.0,2508.47,0.0,-2508.47,100.0,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,0.0,
Total By Division:,12898.27,355753.52,39.24,550949.48,60.76,Stories raouche,TAKE AWAY,FOOD,22-Jan-26,906703.0,0.6076405173469152
ASIAN SALAD (GRAB&GO),32.0,4151.88,30.86,9301.57,69.14,Stories raouche,TAKE AWAY,FOOD,GRAB&GO FOOD,13453.45,0.6913891975664235
BEETROOT CUP,1.0,75.78,36.05,134.43,63.95,Stories raouche,TAKE AWAY,FOOD,GRAB&GO FOOD,210.21,0.6395033537890681
